,Grid_X,Grid_Y,Density
4933,50.0,34.0,0.0
4934,50.0,35.0,0.0
4935,50.0,36.0,0.0
4936,50.0,37.0,0.0
4937,50.0,38.0,0.0
4938,50.0,39.0,
4939,50.0,40.0,0.004460699302882318
4940,50.0,41.0,0.06111699687777817
4941,50.0,42.0,0.30372614968252454
4942,50.0,43.0,4.191421210487612e-12
4943,50.0,44.0,1.442447460487023e-14
4944,50.0,45.0,9.071730151065093e-24
4945,50.0,46.0,2.7088193999005463e-13
4946,50.0,47.0,
4947,50.0,48.0,0.0
4948,50.0,49.0,0.0
4949,50.0,50.0,0.0
4950,50.0,51.0,0.0
4951,50.0,52.0,0.0
4952,50.0,53.0,0.0
4953,50.0,54.0,0.0
4954,50.0,55.0,0.0
4955,50.0,56.0,0.0
4956,50.0,57.0,0.0
4957,50.0,58.0,0.0
4958,50.0,59.0,0.0
4959,50.0,60.0,5.785072346017358e-11
4960,50.0,61.0,5.043694468467758e-10
4961,50.0,62.0,1.6872334911791538e-06
4962,50.0,63.0,0.0008919737625423438
4963,50.0,64.0,1.0361375592309161e-14
4964,50.0,65.0,9.167735664331877e-06
4965,50.0,66.0,5.754334251588734e-13
4966,50.0,67.0,0.0021466605215640544
4967,50.0,68.0,0.0
4968,50.0,69.0,0.0
4969,50.0,70.0,0.0
4970,50.0,71.0,0.027647707410357242
4971,50.0,72.0,
4972,50.0,73.0,0.0
4973,50.0,74.0,0.0
4974,50.0,75.0,0.0
4975,50.0,76.0,0.0
4976,50.0,77.0,0.0
4977,50.0,78.0,0.0
4978,50.0,79.0,0.0
4979,50.0,80.0,0.0
4980,50.0,81.0,0.0
4981,50.0,82.0,0.0
4982,50.0,83.0,0.0
4983,50.0,84.0,0.0
4984,50.0,85.0,0.0
4985,50.0,86.0,0.0
4986,50.0,87.0,0.0
4987,50.0,88.0,0.0
4988,50.0,89.0,0.0
4989,50.0,90.0,0.0
4990,50.0,91.0,0.0
4991,50.0,92.0,0.0
4992,50.0,93.0,0.0
4993,50.0,94.0,0.0
4994,50.0,95.0,0.0
4995,50.0,96.0,0.0
4996,50.0,97.0,0.0
4997,50.0,98.0,0.0
4998,50.0,99.0,0.0
4999,50.0,100.0,0.0
5000,51.0,1.0,0.0
5001,51.0,2.0,0.0
5002,51.0,3.0,0.0
5003,51.0,4.0,0.0
5004,51.0,5.0,0.0
5005,51.0,6.0,0.0
5006,51.0,7.0,0.0
5007,51.0,8.0,0.0
5008,51.0,9.0,0.0
5009,51.0,10.0,0.0
5010,51.0,11.0,0.0
5011,51.0,12.0,0.0
5012,51.0,13.0,0.0
5013,51.0,14.0,0.0
5014,51.0,15.0,0.0
5015,51.0,16.0,0.0
5016,51.0,17.0,0.0
5017,51.0,18.0,0.0
5018,51.0,19.0,0.0
5019,51.0,20.0,0.0
5020,51.0,21.0,0.0
5021,51.0,22.0,0.0
5022,51.0,23.0,0.0
5023,51.0,24.0,0.0
5024,51.0,25.0,0.0
5025,51.0,26.0,0.0
5026,51.0,27.0,0.0
5027,51.0,28.0,0.0
5028,51.0,29.0,0.0
5029,51.0,30.0,0.0
5030,51.0,31.0,0.0
5031,51.0,32.0,0.0
5032,51.0,33.0,0.0
5033,51.0,34.0,0.0
5034,51.0,35.0,0.0
5035,51.0,36.0,0.0
5036,51.0,37.0,0.0
5037,51.0,38.0,0.0
5038,51.0,39.0,0.0
5039,51.0,40.0,
5040,51.0,41.0,2.427697312649298e-05
5041,51.0,42.0,0.0033939829155488085
5042,51.0,43.0,1.2495084749944176e-19
5043,51.0,44.0,1.6474629767800305e-14
5044,51.0,45.0,4.6850101135064886e-21
5045,51.0,46.0,1.858219611271711e-15
5046,51.0,47.0,3.836550503792103e-33
5047,51.0,48.0,0.01136887983942626
5048,51.0,49.0,0.0
5049,51.0,50.0,0.0
5050,51.0,51.0,0.0
5051,51.0,52.0,0.0
5052,51.0,53.0,0.0
5053,51.0,54.0,0.0
5054,51.0,55.0,0.0
5055,51.0,56.0,0.0
5056,51.0,57.0,0.0
5057,51.0,58.0,0.0
5058,51.0,59.0,0.0
5059,51.0,60.0,7.541834256561496e-09
5060,51.0,61.0,4.25880381026999e-11
5061,51.0,62.0,0.0066715923130287675
5062,51.0,63.0,5.677473994733118e-13
5063,51.0,64.0,3.610965100264678e-18
5064,51.0,65.0,1.625609880586713e-11
5065,51.0,66.0,7.97269022903769e-09
5066,51.0,67.0,0.012061163661695039
5067,51.0,68.0,0.0
5068,51.0,69.0,0.0
5069,51.0,70.0,6.00437690113537e-08
5070,51.0,71.0,1.5314118417831689e-07
5071,51.0,72.0,0.06465543577074176
5072,51.0,73.0,0.0
5073,51.0,74.0,0.0
5074,51.0,75.0,0.0
5075,51.0,76.0,0.0
5076,51.0,77.0,0.0
5077,51.0,78.0,0.0
5078,51.0,79.0,0.0
5079,51.0,80.0,0.0
5080,51.0,81.0,0.0
5081,51.0,82.0,0.0
5082,51.0,83.0,0.0
5083,51.0,84.0,0.0
5084,51.0,85.0,0.0
5085,51.0,86.0,0.0
5086,51.0,87.0,0.0
5087,51.0,88.0,0.0
5088,51.0,89.0,0.0
5089,51.0,90.0,0.0
5090,51.0,91.0,0.0
5091,51.0,92.0,0.0
5092,51.0,93.0,0.0
5093,51.0,94.0,0.0
5094,51.0,95.0,0.0
5095,51.0,96.0,0.0
5096,51.0,97.0,0.0
5097,51.0,98.0,0.0
5098,51.0,99.0,0.0
5099,51.0,100.0,0.0
5100,52.0,1.0,0.0
5101,52.0,2.0,0.0
5102,52.0,3.0,0.0
5103,52.0,4.0,0.0
5104,52.0,5.0,0.0
5105,52.0,6.0,0.0
5106,52.0,7.0,0.0
5107,52.0,8.0,0.0
5108,52.0,9.0,0.0
5109,52.0,10.0,0.0
5110,52.0,11.0,0.0
5111,52.0,12.0,0.0
5112,52.0,13.0,0.0
5113,52.0,14.0,0.0
5114,52.0,15.0,0.0
5115,52.0,16.0,0.0
5116,52.0,17.0,0.0
5117,52.0,18.0,0.0
5118,52.0,19.0,0.0
5119,52.0,20.0,0.0
5120,52.0,21.0,0.0
5121,52.0,22.0,0.0
5122,52.0,23.0,0.0
5123,52.0,24.0,0.0
5124,52.0,25.0,0.0
5125,52.0,26.0,0.0
5126,52.0,27.0,0.0
5127,52.0,28.0,0.0
5128,52.0,29.0,0.0
5129,52.0,30.0,0.0
5130,52.0,31.0,0.0
5131,52.0,32.0,0.0
5132,52.0,33.0,0.0
5133,52.0,34.0,0.0
5134,52.0,35.0,0.0
5135,52.0,36.0,0.0
5136,52.0,37.0,0.0
5137,52.0,38.0,0.0
5138,52.0,39.0,0.0
5139,52.0,40.0,0.0
5140,52.0,41.0,0.0
5141,52.0,42.0,3.385345488665849e-05
5142,52.0,43.0,9.2921389909387e-06
5143,52.0,44.0,2.0574336557549175e-08
5144,52.0,45.0,1.4827655924927218e-08
5145,52.0,46.0,1.0024155024826745e-21
5146,52.0,47.0,1.279455472543611e-20
5147,52.0,48.0,0.0002722517284341928
5148,52.0,49.0,0.0
5149,52.0,50.0,0.0
5150,52.0,51.0,0.0
5151,52.0,52.0,0.0
5152,52.0,53.0,0.0
5153,52.0,54.0,0.0
5154,52.0,55.0,0.0
5155,52.0,56.0,0.0
5156,52.0,57.0,0.0
5157,52.0,58.0,0.0
5158,52.0,59.0,0.0
5159,52.0,60.0,0.00852762881593963
5160,52.0,61.0,4.084581410368804e-14
5161,52.0,62.0,9.995877731629864e-07
5162,52.0,63.0,3.989117499428416e-12
5163,52.0,64.0,5.045941219393067e-06
5164,52.0,65.0,3.795188148636381e-21
5165,52.0,66.0,9.256445156007631e-10
5166,52.0,67.0,0.0
5167,52.0,68.0,0.0
5168,52.0,69.0,0.0
5169,52.0,70.0,0.0002766923594016597
5170,52.0,71.0,2.928770413422747e-14
5171,52.0,72.0,0.003244170921930742
5172,52.0,73.0,0.0
5173,52.0,74.0,0.0
5174,52.0,75.0,0.0
5175,52.0,76.0,0.0
5176,52.0,77.0,0.0
5177,52.0,78.0,0.0
5178,52.0,79.0,0.0
5179,52.0,80.0,0.0
5180,52.0,81.0,0.0
5181,52.0,82.0,0.0
5182,52.0,83.0,0.0
5183,52.0,84.0,0.0
5184,52.0,85.0,0.0
5185,52.0,86.0,0.0
5186,52.0,87.0,0.0
5187,52.0,88.0,0.0
5188,52.0,89.0,0.0
5189,52.0,90.0,0.0
5190,52.0,91.0,0.0
5191,52.0,92.0,0.0
5192,52.0,93.0,0.0
5193,52.0,94.0,0.0
5194,52.0,95.0,0.0
5195,52.0,96.0,0.0
5196,52.0,97.0,0.0
5197,52.0,98.0,0.0
5198,52.0,99.0,0.0
5199,52.0,100.0,0.0
5200,53.0,1.0,0.0
5201,53.0,2.0,0.0
5202,53.0,3.0,0.0
5203,53.0,4.0,0.0
5204,53.0,5.0,0.0
5205,53.0,6.0,0.0
5206,53.0,7.0,0.0
5207,53.0,8.0,0.0
5208,53.0,9.0,0.0
5209,53.0,10.0,0.0
5210,53.0,11.0,0.0
5211,53.0,12.0,0.0
5212,53.0,13.0,0.0
5213,53.0,14.0,0.0
5214,53.0,15.0,0.0
5215,53.0,16.0,0.0
5216,53.0,17.0,0.0
5217,53.0,18.0,0.0
5218,53.0,19.0,0.0
5219,53.0,20.0,0.0
5220,53.0,21.0,0.0
5221,53.0,22.0,0.0
5222,53.0,23.0,0.0
5223,53.0,24.0,0.0
5224,53.0,25.0,0.0
5225,53.0,26.0,0.0
5226,53.0,27.0,0.0
5227,53.0,28.0,0.0
5228,53.0,29.0,0.0
5229,53.0,30.0,0.0
5230,53.0,31.0,0.0
5231,53.0,32.0,0.0
5232,53.0,33.0,0.0
5233,53.0,34.0,0.0
5234,53.0,35.0,0.0
5235,53.0,36.0,0.0
5236,53.0,37.0,0.0
5237,53.0,38.0,0.0
5238,53.0,39.0,0.0
5239,53.0,40.0,0.0003948030351121931
5240,53.0,41.0,0.024809489980099377
5241,53.0,42.0,8.08198954000984e-06
5242,53.0,43.0,6.155974761395517e-06
5243,53.0,44.0,0.001580555389597338
5244,53.0,45.0,7.723775874729453e-06
5245,53.0,46.0,8.220482096113559e-08
5246,53.0,47.0,0.0018754253603288761
5247,53.0,48.0,0.0
5248,53.0,49.0,0.0
5249,53.0,50.0,0.0
5250,53.0,51.0,0.0
5251,53.0,52.0,0.0
5252,53.0,53.0,0.0
5253,53.0,54.0,0.0
5254,53.0,55.0,0.0
5255,53.0,56.0,0.0
5256,53.0,57.0,0.0
5257,53.0,58.0,0.0
5258,53.0,59.0,0.0
5259,53.0,60.0,0.0
5260,53.0,61.0,0.0
5261,53.0,62.0,0.002616638708514474
5262,53.0,63.0,1.7769117685037343e-16
5263,53.0,64.0,5.6090144969468064e-12
5264,53.0,65.0,1.2751919312633256e-15
5265,53.0,66.0,0.027570788278953845
5266,53.0,67.0,0.0
5267,53.0,68.0,0.0
5268,53.0,69.0,0.0
5269,53.0,70.0,0.0
5270,53.0,71.0,0.0
5271,53.0,72.0,0.0
5272,53.0,73.0,0.0
5273,53.0,74.0,0.0
5274,53.0,75.0,0.0
5275,53.0,76.0,0.0
5276,53.0,77.0,0.0
5277,53.0,78.0,0.0
5278,53.0,79.0,0.0
5279,53.0,80.0,0.0
5280,53.0,81.0,0.0
5281,53.0,82.0,0.0
5282,53.0,83.0,0.0
5283,53.0,84.0,0.0
5284,53.0,85.0,0.0
5285,53.0,86.0,0.0
5286,53.0,87.0,0.0
5287,53.0,88.0,0.0
5288,53.0,89.0,0.0
5289,53.0,90.0,0.0
5290,53.0,91.0,0.0
5291,53.0,92.0,0.0
5292,53.0,93.0,0.0
5293,53.0,94.0,0.0
5294,53.0,95.0,0.0
5295,53.0,96.0,0.0
5296,53.0,97.0,0.0
5297,53.0,98.0,0.0
5298,53.0,99.0,0.0
5299,53.0,100.0,0.0
5300,54.0,1.0,0.0
5301,54.0,2.0,0.0
5302,54.0,3.0,0.0
5303,54.0,4.0,0.0
5304,54.0,5.0,0.0
5305,54.0,6.0,0.0
5306,54.0,7.0,0.0
5307,54.0,8.0,0.0
5308,54.0,9.0,0.0
5309,54.0,10.0,0.0
5310,54.0,11.0,0.0
5311,54.0,12.0,0.0
5312,54.0,13.0,0.0
5313,54.0,14.0,0.0
5314,54.0,15.0,0.0
5315,54.0,16.0,0.0
5316,54.0,17.0,0.0
5317,54.0,18.0,0.0
5318,54.0,19.0,0.0
5319,54.0,20.0,0.0
5320,54.0,21.0,0.0
5321,54.0,22.0,0.0
5322,54.0,23.0,0.0
5323,54.0,24.0,0.0
5324,54.0,25.0,0.0
5325,54.0,26.0,0.0
5326,54.0,27.0,0.0
5327,54.0,28.0,0.0
5328,54.0,29.0,0.0
5329,54.0,30.0,0.0
5330,54.0,31.0,0.0
5331,54.0,32.0,0.0
5332,54.0,33.0,0.0
5333,54.0,34.0,0.0
5334,54.0,35.0,0.0
5335,54.0,36.0,0.0
5336,54.0,37.0,0.0
5337,54.0,38.0,
5338,54.0,39.0,
5339,54.0,40.0,0.0
5340,54.0,41.0,0.0039829287284410325
5341,54.0,42.0,0.10186346370352811
5342,54.0,43.0,4.083838957998811e-05
5343,54.0,44.0,0.0
5344,54.0,45.0,0.0
5345,54.0,46.0,0.0
5346,54.0,47.0,0.0
5347,54.0,48.0,0.0
5348,54.0,49.0,0.0
5349,54.0,50.0,0.0
5350,54.0,51.0,0.0
5351,54.0,52.0,0.0
5352,54.0,53.0,0.0
5353,54.0,54.0,0.0
5354,54.0,55.0,0.0
5355,54.0,56.0,0.0
5356,54.0,57.0,0.0
5357,54.0,58.0,0.0
5358,54.0,59.0,0.0
5359,54.0,60.0,0.0
5360,54.0,61.0,0.0
5361,54.0,62.0,0.002196233221806842
5362,54.0,63.0,2.0504810038819257e-19
5363,54.0,64.0,0.0011225145197332935
5364,54.0,65.0,0.0
5365,54.0,66.0,0.0
5366,54.0,67.0,0.0
5367,54.0,68.0,0.0
5368,54.0,69.0,0.0
5369,54.0,70.0,0.0
5370,54.0,71.0,0.0
5371,54.0,72.0,0.0
5372,54.0,73.0,0.0
5373,54.0,74.0,0.0
5374,54.0,75.0,0.0
5375,54.0,76.0,0.0
5376,54.0,77.0,0.0
5377,54.0,78.0,0.0
5378,54.0,79.0,0.0
5379,54.0,80.0,0.0
5380,54.0,81.0,0.0
5381,54.0,82.0,0.0
5382,54.0,83.0,0.0
5383,54.0,84.0,0.0
5384,54.0,85.0,0.0
5385,54.0,86.0,0.0
5386,54.0,87.0,0.0
5387,54.0,88.0,0.0
5388,54.0,89.0,0.0
5389,54.0,90.0,0.0
5390,54.0,91.0,0.0
5391,54.0,92.0,0.0
5392,54.0,93.0,0.0
5393,54.0,94.0,0.0
5394,54.0,95.0,0.0
5395,54.0,96.0,0.0
5396,54.0,97.0,0.0
5397,54.0,98.0,0.0
5398,54.0,99.0,0.0
5399,54.0,100.0,0.0
5400,55.0,1.0,0.0
5401,55.0,2.0,0.0
5402,55.0,3.0,0.0
5403,55.0,4.0,0.0
5404,55.0,5.0,0.0
5405,55.0,6.0,0.0
5406,55.0,7.0,0.0
5407,55.0,8.0,0.0
5408,55.0,9.0,0.0
5409,55.0,10.0,0.0
5410,55.0,11.0,0.0
5411,55.0,12.0,0.0
5412,55.0,13.0,0.0
5413,55.0,14.0,0.0
5414,55.0,15.0,0.0
5415,55.0,16.0,0.0
5416,55.0,17.0,0.0
5417,55.0,18.0,0.0
5418,55.0,19.0,0.0
5419,55.0,20.0,0.0
5420,55.0,21.0,0.0
5421,55.0,22.0,0.0
5422,55.0,23.0,0.0
5423,55.0,24.0,0.0
5424,55.0,25.0,0.0
5425,55.0,26.0,0.0
5426,55.0,27.0,0.0
5427,55.0,28.0,0.0
5428,55.0,29.0,0.0
5429,55.0,30.0,0.0
5430,55.0,31.0,0.0
5431,55.0,32.0,0.0
5432,55.0,33.0,0.0
5433,55.0,34.0,0.0
5434,55.0,35.0,0.0
5435,55.0,36.0,0.0
5436,55.0,37.0,
5437,55.0,38.0,0.45616559362132336
5438,55.0,39.0,0.5119172294774962
5439,55.0,40.0,0.019697557052448682
5440,55.0,41.0,0.04252630099258759
5441,55.0,42.0,3.98765617325066e-07
5442,55.0,43.0,1.0264313372925451e-09
5443,55.0,44.0,0.0
5444,55.0,45.0,0.0
5445,55.0,46.0,0.0
5446,55.0,47.0,0.0
5447,55.0,48.0,0.0
5448,55.0,49.0,0.0
5449,55.0,50.0,0.0
5450,55.0,51.0,0.0
5451,55.0,52.0,0.0
5452,55.0,53.0,0.0
5453,55.0,54.0,0.0
5454,55.0,55.0,0.0
5455,55.0,56.0,0.0
5456,55.0,57.0,0.0
5457,55.0,58.0,0.0
5458,55.0,59.0,0.0
5459,55.0,60.0,0.0
5460,55.0,61.0,0.0
5461,55.0,62.0,0.0
5462,55.0,63.0,0.0
5463,55.0,64.0,0.0
5464,55.0,65.0,0.0
5465,55.0,66.0,0.0
5466,55.0,67.0,0.0
5467,55.0,68.0,0.0
5468,55.0,69.0,0.0
5469,55.0,70.0,0.0
5470,55.0,71.0,0.0
5471,55.0,72.0,0.0
5472,55.0,73.0,0.0
5473,55.0,74.0,0.0
5474,55.0,75.0,0.0
5475,55.0,76.0,0.0
5476,55.0,77.0,0.0
5477,55.0,78.0,0.0
5478,55.0,79.0,0.0
5479,55.0,80.0,0.0
5480,55.0,81.0,0.0
5481,55.0,82.0,0.0
5482,55.0,83.0,0.0
5483,55.0,84.0,0.0
5484,55.0,85.0,0.0
5485,55.0,86.0,0.0
5486,55.0,87.0,0.0
5487,55.0,88.0,0.0
5488,55.0,89.0,0.0
5489,55.0,90.0,0.0
5490,55.0,91.0,0.0
5491,55.0,92.0,0.0
5492,55.0,93.0,0.0
5493,55.0,94.0,0.0
5494,55.0,95.0,0.0
5495,55.0,96.0,0.0
5496,55.0,97.0,0.0
5497,55.0,98.0,0.0
5498,55.0,99.0,0.0
5499,55.0,100.0,0.0
5500,56.0,1.0,0.0
5501,56.0,2.0,0.0
5502,56.0,3.0,0.0
5503,56.0,4.0,0.0
5504,56.0,5.0,0.0
5505,56.0,6.0,0.0
5506,56.0,7.0,0.0
5507,56.0,8.0,0.0
5508,56.0,9.0,0.0
5509,56.0,10.0,0.0
5510,56.0,11.0,0.0
5511,56.0,12.0,0.0
5512,56.0,13.0,0.0
5513,56.0,14.0,0.0
5514,56.0,15.0,0.0
5515,56.0,16.0,0.0
5516,56.0,17.0,0.0
5517,56.0,18.0,0.0
5518,56.0,19.0,0.0
5519,56.0,20.0,0.0
5520,56.0,21.0,0.0
5521,56.0,22.0,0.0
5522,56.0,23.0,0.0
5523,56.0,24.0,0.0
5524,56.0,25.0,0.0
5525,56.0,26.0,0.0
5526,56.0,27.0,0.0
5527,56.0,28.0,0.0
5528,56.0,29.0,0.0
5529,56.0,30.0,0.0
5530,56.0,31.0,0.0
5531,56.0,32.0,0.0
5532,56.0,33.0,0.0
5533,56.0,34.0,0.0
5534,56.0,35.0,0.0
5535,56.0,36.0,0.0
5536,56.0,37.0,
5537,56.0,38.0,1.6548785617247446
5538,56.0,39.0,2.3624926569290245
5539,56.0,40.0,0.04157233582687236
5540,56.0,41.0,0.113258412213083
5541,56.0,42.0,8.521206098419935e-06
5542,56.0,43.0,
5543,56.0,44.0,0.0
5544,56.0,45.0,0.0
5545,56.0,46.0,0.0
5546,56.0,47.0,0.0
5547,56.0,48.0,0.0
5548,56.0,49.0,0.0
5549,56.0,50.0,0.0
5550,56.0,51.0,0.0
5551,56.0,52.0,0.0
5552,56.0,53.0,0.0
5553,56.0,54.0,0.0
5554,56.0,55.0,0.0
5555,56.0,56.0,0.0
5556,56.0,57.0,0.0
5557,56.0,58.0,0.0
5558,56.0,59.0,0.0
5559,56.0,60.0,0.0
5560,56.0,61.0,0.0
5561,56.0,62.0,0.0
5562,56.0,63.0,0.0
5563,56.0,64.0,0.0
5564,56.0,65.0,0.0
5565,56.0,66.0,0.0
5566,56.0,67.0,0.0
5567,56.0,68.0,0.0
5568,56.0,69.0,0.0
5569,56.0,70.0,0.0
5570,56.0,71.0,0.0
5571,56.0,72.0,0.0
5572,56.0,73.0,0.0
5573,56.0,74.0,0.0
5574,56.0,75.0,0.0
5575,56.0,76.0,0.0
5576,56.0,77.0,0.0
5577,56.0,78.0,0.0
5578,56.0,79.0,0.0
5579,56.0,80.0,0.0
5580,56.0,81.0,0.0
5581,56.0,82.0,0.0
5582,56.0,83.0,0.0
5583,56.0,84.0,0.0
5584,56.0,85.0,0.0
5585,56.0,86.0,0.0
5586,56.0,87.0,0.0
5587,56.0,88.0,0.0
5588,56.0,89.0,0.0
5589,56.0,90.0,0.0
5590,56.0,91.0,0.0
5591,56.0,92.0,0.0
5592,56.0,93.0,0.0
5593,56.0,94.0,0.0
5594,56.0,95.0,0.0
5595,56.0,96.0,0.0
5596,56.0,97.0,0.0
5597,56.0,98.0,0.0
5598,56.0,99.0,0.0
5599,56.0,100.0,0.0
5600,57.0,1.0,0.0
5601,57.0,2.0,0.0
5602,57.0,3.0,0.0
5603,57.0,4.0,0.0
5604,57.0,5.0,0.0
5605,57.0,6.0,0.0
5606,57.0,7.0,0.0
5607,57.0,8.0,0.0
5608,57.0,9.0,0.0
5609,57.0,10.0,0.0
5610,57.0,11.0,0.0
5611,57.0,12.0,0.0
5612,57.0,13.0,0.0
5613,57.0,14.0,0.0
5614,57.0,15.0,0.0
5615,57.0,16.0,0.0
5616,57.0,17.0,0.0
5617,57.0,18.0,0.0
5618,57.0,19.0,0.0
5619,57.0,20.0,0.0
5620,57.0,21.0,0.0
5621,57.0,22.0,0.0
5622,57.0,23.0,0.0
5623,57.0,24.0,0.0
5624,57.0,25.0,0.0
5625,57.0,26.0,0.0
5626,57.0,27.0,0.0
5627,57.0,28.0,0.0
5628,57.0,29.0,0.0
5629,57.0,30.0,0.0
5630,57.0,31.0,0.0
5631,57.0,32.0,0.0
5632,57.0,33.0,0.0
5633,57.0,34.0,0.0
5634,57.0,35.0,0.0
5635,57.0,36.0,0.0
5636,57.0,37.0,0.14454711422944388
5637,57.0,38.0,0.6075005266620744
5638,57.0,39.0,0.0006876488521873036
5639,57.0,40.0,0.5626266902600772
5640,57.0,41.0,8.392901457832058e-06
5641,57.0,42.0,0.016269514076388058
5642,57.0,43.0,
5643,57.0,44.0,0.0
5644,57.0,45.0,0.0
5645,57.0,46.0,0.0
5646,57.0,47.0,0.0
5647,57.0,48.0,0.0
5648,57.0,49.0,0.0
5649,57.0,50.0,0.0
5650,57.0,51.0,0.0
5651,57.0,52.0,0.0
5652,57.0,53.0,0.0
5653,57.0,54.0,0.0
5654,57.0,55.0,0.0
5655,57.0,56.0,0.0
5656,57.0,57.0,0.0
5657,57.0,58.0,0.0
5658,57.0,59.0,0.0
5659,57.0,60.0,0.0
5660,57.0,61.0,0.0
5661,57.0,62.0,0.0
5662,57.0,63.0,0.0
5663,57.0,64.0,0.0
5664,57.0,65.0,0.0
5665,57.0,66.0,0.0
5666,57.0,67.0,0.0
5667,57.0,68.0,0.0
5668,57.0,69.0,0.0
5669,57.0,70.0,0.0
5670,57.0,71.0,0.0
5671,57.0,72.0,0.0
5672,57.0,73.0,0.0
5673,57.0,74.0,0.0
5674,57.0,75.0,0.0
5675,57.0,76.0,0.0
5676,57.0,77.0,0.0
5677,57.0,78.0,0.0
5678,57.0,79.0,0.0
5679,57.0,80.0,0.0
5680,57.0,81.0,0.0
5681,57.0,82.0,0.0
5682,57.0,83.0,0.0
5683,57.0,84.0,0.0
5684,57.0,85.0,0.0
5685,57.0,86.0,0.0
5686,57.0,87.0,0.0
5687,57.0,88.0,0.0
5688,57.0,89.0,0.0
5689,57.0,90.0,0.0
5690,57.0,91.0,0.0
5691,57.0,92.0,0.0
5692,57.0,93.0,0.0
5693,57.0,94.0,0.0
5694,57.0,95.0,0.0
5695,57.0,96.0,0.0
5696,57.0,97.0,0.0
